source,pat_name,trial,n_flip,iteration,hamming_to_nearest,nearest_pat,overlap_H,overlap_T,overlap_X
python,spurious_0,0,-1,3,47,H,-0.468750,-0.562500,-0.718750
python,spurious_1,1,-1,0,31,H,0.031250,0.000000,-0.093750
python,spurious_1,1,-1,1,38,H,-0.187500,-0.281250,-1.000000
python,spurious_1,1,-1,2,38,H,-0.187500,-0.281250,-1.000000
python,spurious_2,2,-1,0,34,X,-0.187500,-0.093750,-0.062500
python,spurious_2,2,-1,1,42,T,-0.718750,-0.312500,-0.468750
python,spurious_2,2,-1,2,47,H,-0.468750,-0.562500,-0.718750
python,spurious_2,2,-1,3,47,H,-0.468750,-0.562500,-0.718750
python,spurious_3,3,-1,0,30,X,-0.062500,-0.093750,0.062500
python,spurious_3,3,-1,1,33,X,-0.281250,-0.750000,-0.031250
python,spurious_3,3,-1,2,33,H,-0.031250,-1.000000,-0.281250
python,spurious_3,3,-1,3,33,H,-0.031250,-1.000000,-0.281250
python,spurious_4,4,-1,0,31,H,0.031250,-0.125000,-0.093750
python,spurious_4,4,-1,1,28,H,0.125000,-0.843750,-0.437500
python,spurious_4,4,-1,2,33,H,-0.031250,-1.000000,-0.281250
python,spurious_4,4,-1,3,33,H,-0.031250,-1.000000,-0.281250
python,spurious_5,5,-1,0,29,H,0.093750,0.000000,-0.093750
python,spurious_5,5,-1,1,19,H,0.406250,-0.250000,-0.406250
python,spurious_5,5,-1,2,24,H,0.250000,-0.718750,-0.562500
python,spurious_5,5,-1,3,24,H,0.250000,-0.718750,-0.562500
python,spurious_6,6,-1,0,22,H,0.312500,0.281250,0.250000
python,spurious_6,6,-1,1,9,X,0.468750,0.562500,0.718750
python,spurious_6,6,-1,2,9,X,0.468750,0.562500,0.718750
python,spurious_7,7,-1,0,21,T,0.125000,0.343750,0.125000
python,spurious_7,7,-1,1,0,T,0.031250,1.000000,0.281250
python,spurious_7,7,-1,2,0,T,0.031250,1.000000,0.281250
