test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,2,99,13,35,1,899,0,0,1,0
13,3,99,13,35,3,803,0,0,0,0
13,0,100,13,36,3,0,1,0,0,0
13,1,100,13,36,3,868,0,0,0,868
13,2,100,13,36,1,900,0,0,1,0
13,3,100,13,36,3,804,0,0,0,0
13,0,101,13,37,3,0,1,0,0,0
13,1,101,13,37,3,869,0,0,0,869
13,2,101,13,37,1,901,0,0,1,0
13,3,101,13,37,3,805,0,0,0,0
13,0,102,13,38,3,0,1,0,0,0
13,1,102,13,38,3,870,0,0,0,870
13,2,102,13,38,1,902,0,0,1,0
13,3,102,13,38,3,806,0,0,0,0
13,0,103,13,39,3,0,1,0,0,0
13,1,103,13,39,3,871,0,0,0,871
13,2,103,13,39,1,903,0,0,1,0
13,3,103,13,39,3,807,0,0,0,0
13,0,104,13,40,3,0,1,0,0,0
13,1,104,13,40,3,872,0,0,0,872
13,2,104,13,40,1,904,0,0,1,0
13,3,104,13,40,3,808,0,0,0,0
13,0,105,13,41,3,0,1,0,0,0
13,1,105,13,41,3,873,0,0,0,873
13,2,105,13,41,1,905,0,0,1,0
13,3,105,13,41,3,809,0,0,0,0
13,0,106,13,42,3,0,1,0,0,0
13,1,106,13,42,3,874,0,0,0,874
13,2,106,13,42,1,906,0,0,1,0
13,3,106,13,42,3,810,0,0,0,0
13,0,107,13,43,3,0,1,0,0,0
13,1,107,13,43,3,875,0,0,0,875
13,2,107,13,43,1,907,0,0,1,0
13,3,107,13,43,3,811,0,0,0,0
13,0,108,13,44,3,0,1,0,0,0
13,1,108,13,44,3,876,0,0,0,876
13,2,108,13,44,1,908,0,0,1,0
13,3,108,13,44,3,812,0,0,0,0
13,0,109,13,45,3,0,1,0,0,0
13,1,109,13,45,3,877,0,0,0,877
13,2,109,13,45,1,909,0,0,1,0
13,3,109,13,45,3,813,0,0,0,0
13,0,110,13,46,3,0,1,0,0,0
13,1,110,13,46,3,878,0,0,0,878
13,2,110,13,46,1,910,0,0,1,0
13,3,110,13,46,3,814,0,0,0,0
13,0,111,13,47,3,0,1,0,0,0
13,1,111,13,47,3,879,0,0,0,879
13,2,111,13,47,1,911,0,0,1,0
13,3,111,13,47,3,815,0,0,0,0
13,0,112,13,48,3,0,1,0,0,0
13,1,112,13,48,3,880,0,0,0,880
13,2,112,13,48,1,912,0,0,1,0
13,3,112,13,48,3,816,0,0,0,0
13,0,113,13,49,3,0,1,0,0,0
13,1,113,13,49,3,881,0,0,0,881
13,2,113,13,49,1,913,0,0,1,0
13,3,113,13,49,3,817,0,0,0,0
13,0,114,13,50,3,0,1,0,0,0
13,1,114,13,50,3,882,0,0,0,882
13,2,114,13,50,1,914,0,0,1,0
13,3,114,13,50,3,818,0,0,0,0
13,0,115,13,51,3,0,1,0,0,0
13,1,115,13,51,3,883,0,0,0,883
13,2,115,13,51,1,915,0,0,1,0
13,3,115,13,51,3,819,0,0,0,0
13,0,116,13,52,3,0,1,0,0,0
13,1,116,13,52,3,884,0,0,0,884
13,2,116,13,52,1,916,0,0,1,0
