cycle,stream,A,B,OP,E_est,MODE,RESULT,ACC,PE_ACC,UF,OVF,RO,REGION
312,A,0815,0500,MUL,20,0,0515,00006c7c,000065bc,0,0,0,STABLE
313,B,082c,032b,MUL,13,3,035a,00007191,00006c7c,0,0,0,COLLAPSE
314,C,06c0,07c0,MUL,26,0,0680,00007191,00007191,0,0,0,STABLE
315,A,082f,0610,MUL,25,0,0645,00007191,00007191,0,0,0,STABLE
316,B,0825,035e,MUL,14,0,038a,000077d6,00007191,0,0,0,COLLAPSE
317,C,0680,07c0,MUL,25,2,0640,000077d6,000077d6,0,0,0,STABLE
318,A,0839,071f,ADD,33,0,084c,000077d6,000077d6,0,0,1,STABLE
319,B,082b,03b2,MUL,15,2,03df,00008022,000077d6,0,0,0,COLLAPSE
320,C,0640,07c0,MUL,24,2,0600,00008022,00008022,0,0,0,STABLE
321,A,080b,0800,SUB,32,0,080b,00008022,00008022,0,0,0,STABLE
322,B,081e,03d7,MUL,15,3,03ff,0000882d,00008022,0,0,0,COLLAPSE
323,C,0600,0600,ADD,24,2,0600,0000882d,0000882d,0,0,0,STABLE
324,A,081d,0910,MUL,36,0,0934,0000882d,0000882d,0,0,0,STABLE
325,B,0832,043a,MUL,17,0,046c,00009161,0000882d,0,0,0,TRANSITION
326,C,0600,07c0,MUL,23,2,05c0,00009161,00009161,0,0,0,STABLE
327,A,0828,0a1f,MUL,41,0,0a4d,00009161,00009161,0,0,0,STABLE
328,B,0817,0451,MUL,17,2,046e,00009bae,00009161,0,0,0,TRANSITION
329,C,05c0,07c0,MUL,22,2,0580,00009bae,00009bae,0,0,0,STABLE
330,A,0807,0930,MUL,36,0,093c,00009bae,00009bae,0,0,0,STABLE
331,B,083a,03cf,MUL,16,3,040b,0000a4ea,00009bae,0,0,0,TRANSITION
332,C,0580,07c0,MUL,21,2,0540,0000a4ea,0000a4ea,0,0,0,STABLE
333,A,083c,073f,MUL,29,0,077b,0000a4ea,0000a4ea,0,0,0,STABLE
334,B,0811,03b9,MUL,15,0,03cc,0000ac65,0000a4ea,0,0,0,COLLAPSE
335,C,0540,0840,MUL,22,2,0580,0000ac65,0000ac65,0,0,0,STABLE
336,A,0826,0500,ADD,32,0,0826,0000ac65,0000ac65,0,0,0,STABLE
337,B,080f,0b0c,MUL,44,2,0b1d,0000b48b,0000ac65,0,0,0,TRANSITION
338,C,0580,07c0,MUL,21,2,0540,0000b48b,0000b48b,0,0,0,STABLE
339,A,0831,0610,SUB,32,0,0821,0000b48b,0000b48b,0,0,0,STABLE
340,B,0839,0b62,MUL,46,3,0b9c,0000bcac,0000b48b,0,0,0,TRANSITION
341,C,0540,07c0,MUL,20,2,0500,0000bcac,0000bcac,0,0,0,STABLE
342,A,0809,071f,MUL,28,0,072c,0000bcac,0000bcac,0,0,0,STABLE
343,B,080c,0b92,MUL,46,0,0ba1,0000c3d8,0000bcac,0,0,0,TRANSITION
344,C,0500,07c0,MUL,19,2,04c0,0000c3d8,0000c3d8,0,0,0,TRANSITION
345,A,080b,0800,MUL,32,0,080b,0000c3d8,0000c3d8,0,0,0,STABLE
346,B,0822,0bd6,MUL,48,2,0c01,0000cbe3,0000c3d8,0,0,0,SATURATE
347,C,04c0,04c0,ADD,19,2,04c0,0000cbe3,0000cbe3,0,0,0,TRANSITION
348,A,0818,0910,MUL,36,0,092e,0000cbe3,0000cbe3,0,0,0,STABLE
349,B,0812,0c31,MUL,49,3,0c48,0000d511,0000cbe3,0,0,0,SATURATE
350,C,04c0,07c0,MUL,18,2,0480,0000d511,0000d511,0,0,0,TRANSITION
351,A,0805,0a1f,MUL,40,0,0a26,0000d511,0000d511,0,0,0,STABLE
352,B,0816,0c4b,MUL,49,0,0c64,0000df37,0000d511,0,0,0,SATURATE
353,C,0480,07c0,MUL,17,2,0440,0000df37,0000df37,0,0,0,TRANSITION
354,A,082c,0930,ADD,33,0,084e,0000df37,0000df37,0,0,1,STABLE
355,B,0831,0bd9,MUL,48,2,0c0e,0000e785,0000df37,0,0,0,SATURATE
356,C,0440,07c0,MUL,16,2,0400,0000e785,0000e785,0,0,0,TRANSITION
357,A,0825,073f,SUB,16,0,0400,0000e785,0000e785,0,0,0,TRANSITION
358,B,080b,0b8b,MUL,31,3,07cc,0000e785,0000e785,0,0,0,STABLE
359,C,0400,0840,MUL,17,2,0440,0000e785,0000e785,0,0,0,TRANSITION
360,A,082e,0500,MUL,20,0,052e,00000000,0000e785,0,0,0,STABLE
361,B,0819,0b1d,MUL,45,0,0b40,0000052e,00000000,0,0,0,TRANSITION
362,C,0800,07c0,MUL,31,0,07c0,0000052e,0000052e,0,0,0,STABLE
363,A,0834,0610,MUL,25,0,0648,00000cee,0000052e,0,0,0,STABLE
364,B,080b,0b69,MUL,45,2,0b7b,00001336,00000cee,0,0,0,TRANSITION
365,C,07c0,07c0,MUL,30,0,0780,00001336,00001336,0,0,0,STABLE
366,A,0826,071f,MUL,29,0,074b,00001ab6,00001336,0,0,0,STABLE
367,B,081d,0b8d,MUL,46,3,0baf,00002201,00001ab6,0,0,0,TRANSITION
368,C,0780,07c0,MUL,29,0,0740,00002201,00002201,0,0,0,STABLE
369,A,0836,0800,MUL,32,0,0836,00002941,00002201,0,0,0,STABLE
370,B,0829,0bec,MUL,48,0,0c18,00003177,00002941,0,0,0,SATURATE
371,C,0740,0740,ADD,29,0,0740,00003177,00003177,0,0,0,STABLE
372,A,0833,0910,ADD,33,0,0841,000038b7,00003177,0,0,1,STABLE
373,B,080d,0c26,MUL,48,2,0c3a,000040f8,000038b7,0,0,0,SATURATE
374,C,0740,07c0,MUL,28,0,0700,000040f8,000040f8,0,0,0,STABLE
375,A,0819,0a1f,SUB,28,0,0700,000047f8,000040f8,0,0,0,STABLE
376,B,082c,0c73,MUL,31,3,07f4,000047f8,000047f8,0,0,0,STABLE
377,C,0700,07c0,MUL,27,0,06c0,000047f8,000047f8,0,0,0,STABLE
378,A,080d,0930,MUL,37,0,0943,00004eb8,000047f8,0,0,0,STABLE
379,B,0826,0bda,MUL,48,0,0c07,000057fb,00004eb8,0,0,0,SATURATE
380,C,06c0,07c0,MUL,26,0,0680,000057fb,000057fb,0,0,0,STABLE
381,A,0829,073f,MUL,29,0,0768,00005e7b,000057fb,0,0,0,STABLE
382,B,0833,0b92,MUL,47,2,0bc9,000065e3,00005e7b,0,0,0,TRANSITION
383,C,0680,0840,MUL,27,0,06c0,000065e3,000065e3,0,0,0,STABLE
384,A,0808,0500,MUL,20,0,0508,00006ca3,000065e3,0,0,0,STABLE
385,B,081a,0310,MUL,12,3,0330,000071ab,00006ca3,0,0,0,COLLAPSE
386,C,06c0,07c0,MUL,26,0,0680,000071ab,000071ab,0,0,0,STABLE
387,A,0800,0610,MUL,24,0,0610,000071ab,000071ab,0,0,0,STABLE
388,B,0812,0340,MUL,13,0,0352,000077bb,000071ab,0,0,0,COLLAPSE
389,C,0680,07c0,MUL,25,2,0640,000077bb,000077bb,0,0,0,STABLE
390,A,0803,071f,ADD,32,0,0822,000077bb,000077bb,0,0,0,STABLE
391,B,0810,0386,MUL,14,2,0397,00007fdd,000077bb,0,0,0,COLLAPSE
392,C,0640,07c0,MUL,24,2,0600,00007fdd,00007fdd,0,0,0,STABLE
393,A,081a,0800,SUB,32,0,081a,00007fdd,00007fdd,0,0,0,STABLE
394,B,0800,03f4,MUL,15,3,03f4,000087f7,00007fdd,0,0,0,COLLAPSE
395,C,0600,0600,ADD,24,2,0600,000087f7,000087f7,0,0,0,STABLE
396,A,0812,0910,MUL,36,0,0926,000087f7,000087f7,0,0,0,STABLE
397,B,0806,0425,MUL,16,0,042e,0000911d,000087f7,0,0,0,TRANSITION
398,C,0600,07c0,MUL,23,2,05c0,0000911d,0000911d,0,0,0,STABLE
399,A,0814,0a1f,MUL,40,0,0a3c,0000911d,0000911d,0,0,0,STABLE
400,B,0834,0469,MUL,18,2,049f,00009b59,0000911d,0,0,0,TRANSITION
401,C,05c0,07c0,MUL,22,2,0580,00009b59,00009b59,0,0,0,STABLE
402,A,0827,0930,MUL,37,0,095a,00009b59,00009b59,0,0,0,STABLE
403,B,0825,03cf,MUL,15,3,03fc,0000a4b3,00009b59,0,0,0,COLLAPSE
404,C,0580,07c0,MUL,21,2,0540,0000a4b3,0000a4b3,0,0,0,STABLE
405,A,083e,073f,MUL,29,0,077d,0000a4b3,0000a4b3,0,0,0,STABLE
406,B,0829,03bd,MUL,15,0,03e6,0000ac30,0000a4b3,0,0,0,COLLAPSE
407,C,0540,0840,MUL,22,2,0580,0000ac30,0000ac30,0,0,0,STABLE
408,A,0835,0500,ADD,32,0,0835,0000ac30,0000ac30,0,0,0,STABLE
409,B,080f,032b,MUL,13,2,0342,0000b465,0000ac30,0,0,0,COLLAPSE
410,C,0580,07c0,MUL,21,2,0540,0000b465,0000b465,0,0,0,STABLE
411,A,082f,0610,SUB,32,0,081f,0000b465,0000b465,0,0,0,STABLE
412,B,083d,035f,MUL,14,3,039c,0000bc84,0000b465,0,0,0,COLLAPSE
413,C,0540,07c0,MUL,20,2,0500,0000bc84,0000bc84,0,0,0,STABLE
414,A,083f,071f,MUL,29,0,075e,0000bc84,0000bc84,0,0,0,STABLE
415,B,082b,03bf,MUL,15,0,03ea,0000c3e2,0000bc84,0,0,0,COLLAPSE
416,C,0500,07c0,MUL,19,2,04c0,0000c3e2,0000c3e2,0,0,0,TRANSITION
417,A,083e,0800,MUL,32,0,083e,0000c3e2,0000c3e2,0,0,0,STABLE
418,B,081f,03fc,MUL,16,2,041c,0000cc20,0000c3e2,0,0,0,TRANSITION
419,C,04c0,04c0,ADD,19,2,04c0,0000cc20,0000cc20,0,0,0,TRANSITION
420,A,0833,0910,MUL,37,0,0947,0000cc20,0000cc20,0,0,0,STABLE
421,B,083f,0426,MUL,17,3,0465,0000d567,0000cc20,0,0,0,TRANSITION
422,C,04c0,07c0,MUL,18,2,0480,0000d567,0000d567,0,0,0,TRANSITION
423,A,0819,0a1f,MUL,41,0,0a42,0000d567,0000d567,0,0,0,STABLE
424,B,083c,0472,MUL,18,0,04ae,0000dfa9,0000d567,0,0,0,TRANSITION
425,C,0480,07c0,MUL,17,2,0440,0000dfa9,0000dfa9,0,0,0,TRANSITION
426,A,0808,0930,ADD,32,0,0838,0000dfa9,0000dfa9,0,0,0,STABLE
427,B,0826,03d0,MUL,15,2,03ff,0000e7e1,0000dfa9,0,0,0,COLLAPSE
428,C,0440,07c0,MUL,16,2,0400,0000e7e1,0000e7e1,0,0,0,TRANSITION
429,A,0803,073f,SUB,16,0,0400,0000e7e1,0000e7e1,0,0,0,TRANSITION
430,B,0832,0387,MUL,28,3,0700,0000e7e1,0000e7e1,0,0,0,STABLE
431,C,0400,0840,MUL,17,2,0440,0000e7e1,0000e7e1,0,0,0,TRANSITION
432,A,081c,0500,MUL,20,0,051c,00000000,0000e7e1,0,0,0,STABLE
433,B,0810,0b38,MUL,45,0,0b4b,0000051c,00000000,0,0,0,TRANSITION
434,C,0800,07c0,MUL,31,0,07c0,0000051c,0000051c,0,0,0,STABLE
435,A,0821,0610,MUL,24,0,0639,00000cdc,0000051c,0,0,0,STABLE
436,B,0807,0b42,MUL,45,2,0b49,00001315,00000cdc,0,0,0,TRANSITION
437,C,07c0,07c0,MUL,30,0,0780,00001315,00001315,0,0,0,STABLE
438,A,080a,071f,MUL,28,0,072d,00001a95,00001315,0,0,0,STABLE
439,B,0838,0b94,MUL,47,3,0bce,000021c2,00001a95,0,0,0,TRANSITION
440,C,0780,07c0,MUL,29,0,0740,000021c2,000021c2,0,0,0,STABLE
441,A,0812,0800,MUL,32,0,0812,00002902,000021c2,0,0,0,STABLE
442,B,0802,0be4,MUL,47,0,0be7,00003114,00002902,0,0,0,TRANSITION
443,C,0740,0740,ADD,29,0,0740,00003114,00003114,0,0,0,STABLE
444,A,0810,0910,ADD,32,0,0820,00003854,00003114,0,0,0,STABLE
445,B,0814,0c21,MUL,48,2,0c3f,00004074,00003854,0,0,0,SATURATE
446,C,0740,07c0,MUL,28,0,0700,00004074,00004074,0,0,0,STABLE
447,A,0804,0a1f,SUB,28,0,0700,00004774,00004074,0,0,0,STABLE
448,B,0824,0c48,MUL,31,3,07ca,00004774,00004774,0,0,0,STABLE
449,C,0700,07c0,MUL,27,0,06c0,00004774,00004774,0,0,0,STABLE
450,A,0823,0930,MUL,37,0,0956,00004e34,00004774,0,0,0,STABLE
451,B,0821,0bc7,MUL,47,0,0beb,0000578a,00004e34,0,0,0,TRANSITION
452,C,06c0,07c0,MUL,26,0,0680,0000578a,0000578a,0,0,0,STABLE
453,A,081c,073f,MUL,29,0,075b,00005e0a,0000578a,0,0,0,STABLE
454,B,0808,0bb9,MUL,47,2,0bc4,00006565,00005e0a,0,0,0,TRANSITION
455,C,0680,0840,MUL,27,0,06c0,00006565,00006565,0,0,0,STABLE
456,A,0824,0500,MUL,20,0,0524,00006c25,00006565,0,0,0,STABLE
457,B,0807,0b08,MUL,44,3,0b0f,00007149,00006c25,0,0,0,TRANSITION
458,C,06c0,07c0,MUL,26,0,0680,00007149,00007149,0,0,0,STABLE
459,A,0823,0610,MUL,24,0,063b,00007149,00007149,0,0,0,STABLE
460,B,0839,0b47,MUL,46,0,0b83,00007784,00007149,0,0,0,TRANSITION
461,C,0680,07c0,MUL,25,2,0640,00007784,00007784,0,0,0,STABLE
462,A,081c,071f,ADD,32,0,083b,00007784,00007784,0,0,0,STABLE
463,B,0808,0bb8,MUL,47,2,0bc3,00007fbf,00007784,0,0,0,TRANSITION
464,C,0640,07c0,MUL,24,2,0600,00007fbf,00007fbf,0,0,0,STABLE
465,A,0821,0800,SUB,32,0,0821,00007fbf,00007fbf,0,0,0,STABLE
466,B,0807,0bc3,MUL,47,3,0bca,000087e0,00007fbf,0,0,0,TRANSITION
467,C,0600,0600,ADD,24,2,0600,000087e0,000087e0,0,0,0,STABLE
468,A,080d,0910,MUL,36,0,0920,000087e0,000087e0,0,0,0,STABLE
469,B,0838,0c1b,MUL,49,0,0c55,00009100,000087e0,0,0,0,SATURATE
470,C,0600,07c0,MUL,23,2,05c0,00009100,00009100,0,0,0,STABLE
471,A,082c,0a1f,MUL,41,0,0a50,00009100,00009100,0,0,0,STABLE
472,B,0803,0c58,MUL,49,2,0c5c,00009b50,00009100,0,0,0,SATURATE
473,C,05c0,07c0,MUL,22,2,0580,00009b50,00009b50,0,0,0,STABLE
474,A,0820,0930,MUL,37,0,0954,00009b50,00009b50,0,0,0,STABLE
475,B,081b,0bc1,MUL,47,3,0bdc,0000a4a4,00009b50,0,0,0,TRANSITION
476,C,0580,07c0,MUL,21,2,0540,0000a4a4,0000a4a4,0,0,0,STABLE
477,A,0805,073f,MUL,29,0,0744,0000a4a4,0000a4a4,0,0,0,STABLE
478,B,0818,0b8b,MUL,46,0,0ba7,0000abe8,0000a4a4,0,0,0,TRANSITION
479,C,0540,0840,MUL,22,2,0580,0000abe8,0000abe8,0,0,0,STABLE
480,A,082e,0500,ADD,32,0,082e,0000abe8,0000abe8,0,0,0,STABLE
481,B,0801,031c,MUL,12,2,031d,0000b416,0000abe8,0,0,0,COLLAPSE
482,C,0580,07c0,MUL,21,2,0540,0000b416,0000b416,0,0,0,STABLE
483,A,0833,0610,SUB,32,0,0823,0000b416,0000b416,0,0,0,STABLE
484,B,080b,0367,MUL,13,3,0378,0000bc39,0000b416,0,0,0,COLLAPSE
485,C,0540,07c0,MUL,20,2,0500,0000bc39,0000bc39,0,0,0,STABLE
486,A,081f,071f,MUL,29,0,0746,0000bc39,0000bc39,0,0,0,STABLE
487,B,081c,03be,MUL,15,0,03da,0000c37f,0000bc39,0,0,0,COLLAPSE
488,C,0500,07c0,MUL,19,2,04c0,0000c37f,0000c37f,0,0,0,TRANSITION
489,A,0838,0800,MUL,32,0,0838,0000c37f,0000c37f,0,0,0,STABLE
490,B,0827,03f0,MUL,16,2,041a,0000cbb7,0000c37f,0,0,0,TRANSITION
491,C,04c0,04c0,ADD,19,2,04c0,0000cbb7,0000cbb7,0,0,0,TRANSITION
492,A,0802,0910,MUL,36,0,0912,0000cbb7,0000cbb7,0,0,0,STABLE
493,B,083e,0405,MUL,17,3,0443,0000d4c9,0000cbb7,0,0,0,TRANSITION
494,C,04c0,07c0,MUL,18,2,0480,0000d4c9,0000d4c9,0,0,0,TRANSITION
495,A,0815,0a1f,MUL,40,0,0a3e,0000d4c9,0000d4c9,0,0,0,STABLE
496,B,0830,046b,MUL,18,0,049d,0000df07,0000d4c9,0,0,0,TRANSITION
497,C,0480,07c0,MUL,17,2,0440,0000df07,0000df07,0,0,0,TRANSITION
498,A,082f,0930,ADD,33,0,084f,0000df07,0000df07,0,0,1,STABLE
499,B,0805,03df,MUL,15,2,03e6,0000e756,0000df07,0,0,0,COLLAPSE
500,C,0440,07c0,MUL,16,2,0400,0000e756,0000e756,0,0,0,TRANSITION
501,A,083d,073f,SUB,16,0,0400,0000e756,0000e756,0,0,0,TRANSITION
502,B,082b,03ba,MUL,31,3,07fc,0000e756,0000e756,0,0,0,STABLE
503,C,0400,0840,MUL,17,2,0440,0000e756,0000e756,0,0,0,TRANSITION
504,A,0828,0500,MUL,20,0,0528,00000000,0000e756,0,0,0,STABLE
505,B,081f,0311,MUL,12,0,0338,00000528,00000000,0,0,0,COLLAPSE
506,C,0800,07c0,MUL,31,0,07c0,00000528,00000528,0,0,0,STABLE
507,A,0805,0610,MUL,24,0,0616,00000ce8,00000528,0,0,0,STABLE
508,B,083a,034a,MUL,14,2,0386,000012fe,00000ce8,0,0,0,COLLAPSE
509,C,07c0,07c0,MUL,30,0,0780,000012fe,000012fe,0,0,0,STABLE
510,A,0829,071f,MUL,29,0,074d,00001a7e,000012fe,0,0,0,STABLE
511,B,0811,0393,MUL,14,3,03a9,000021cb,00001a7e,0,0,0,COLLAPSE
512,C,0780,07c0,MUL,29,0,0740,000021cb,000021cb,0,0,0,STABLE
513,A,080c,0800,MUL,32,0,080c,0000290b,000021cb,0,0,0,STABLE
514,B,080a,03d8,MUL,15,0,03e5,00003117,0000290b,0,0,0,COLLAPSE
515,C,0740,0740,ADD,29,0,0740,00003117,00003117,0,0,0,STABLE
516,A,0821,0910,ADD,32,0,0831,00003857,00003117,0,0,0,STABLE
517,B,0813,0403,MUL,16,2,0416,00004088,00003857,0,0,0,TRANSITION
518,C,0740,07c0,MUL,28,0,0700,00004088,00004088,0,0,0,STABLE
519,A,080d,0a1f,SUB,28,0,0700,00004788,00004088,0,0,0,STABLE
520,B,0818,045b,MUL,31,3,07dc,00004788,00004788,0,0,0,STABLE
521,C,0700,07c0,MUL,27,0,06c0,00004788,00004788,0,0,0,STABLE
522,A,082f,0930,MUL,37,0,0961,00004e48,00004788,0,0,0,STABLE
523,B,0803,03de,MUL,15,0,03e2,000057a9,00004e48,0,0,0,COLLAPSE
524,C,06c0,07c0,MUL,26,0,0680,000057a9,000057a9,0,0,0,STABLE
525,A,0839,073f,MUL,29,0,0778,00005e29,000057a9,0,0,0,STABLE
526,B,081b,03b3,MUL,15,2,03d1,000065a1,00005e29,0,0,0,COLLAPSE
527,C,0680,0840,MUL,27,0,06c0,000065a1,000065a1,0,0,0,STABLE
528,A,080d,0500,MUL,20,0,050d,00006c61,000065a1,0,0,0,STABLE
529,B,081e,0b1b,MUL,45,3,0b42,0000716e,00006c61,0,0,0,TRANSITION
530,C,06c0,07c0,MUL,26,0,0680,0000716e,0000716e,0,0,0,STABLE
531,A,082e,0610,MUL,25,0,0644,0000716e,0000716e,0,0,0,STABLE
532,B,0833,0b5d,MUL,46,0,0b93,000077b2,0000716e,0,0,0,TRANSITION
533,C,0680,07c0,MUL,25,2,0640,000077b2,000077b2,0,0,0,STABLE
534,A,0834,071f,ADD,33,0,0849,000077b2,000077b2,0,0,1,STABLE
535,B,081b,0ba9,MUL,47,2,0bca,00007ffb,000077b2,0,0,0,TRANSITION
536,C,0640,07c0,MUL,24,2,0600,00007ffb,00007ffb,0,0,0,STABLE
537,A,0826,0800,SUB,32,0,0826,00007ffb,00007ffb,0,0,0,STABLE
538,B,081d,0bcc,MUL,47,3,0bee,00008821,00007ffb,0,0,0,TRANSITION
539,C,0600,0600,ADD,24,2,0600,00008821,00008821,0,0,0,STABLE
540,A,0832,0910,MUL,37,0,0947,00008821,00008821,0,0,0,STABLE
541,B,0829,0c25,MUL,49,0,0c52,00009168,00008821,0,0,0,SATURATE
542,C,0600,07c0,MUL,23,2,05c0,00009168,00009168,0,0,0,STABLE
543,A,0817,0a1f,MUL,41,0,0a40,00009168,00009168,0,0,0,STABLE
544,B,080c,0c6e,MUL,50,2,0c81,00009ba8,00009168,0,0,0,SATURATE
545,C,05c0,07c0,MUL,22,2,0580,00009ba8,00009ba8,0,0,0,STABLE
546,A,0839,0930,MUL,37,0,0969,00009ba8,00009ba8,0,0,0,STABLE
547,B,0825,0bf3,MUL,48,3,0c1a,0000a511,00009ba8,0,0,0,SATURATE
548,C,0580,07c0,MUL,21,2,0540,0000a511,0000a511,0,0,0,STABLE
549,A,080c,073f,MUL,29,0,074b,0000a511,0000a511,0,0,0,STABLE
550,B,082e,0b98,MUL,47,0,0bcb,0000ac5c,0000a511,0,0,0,TRANSITION
551,C,0540,0840,MUL,22,2,0580,0000ac5c,0000ac5c,0,0,0,STABLE
552,A,0823,0500,ADD,32,0,0823,0000ac5c,0000ac5c,0,0,0,STABLE
553,B,0833,0b06,MUL,44,2,0b3d,0000b47f,0000ac5c,0,0,0,TRANSITION
554,C,0580,07c0,MUL,21,2,0540,0000b47f,0000b47f,0,0,0,STABLE
555,A,0819,0610,SUB,32,0,0809,0000b47f,0000b47f,0,0,0,STABLE
556,B,0818,0b72,MUL,46,3,0b8e,0000bc88,0000b47f,0,0,0,TRANSITION
557,C,0540,07c0,MUL,20,2,0500,0000bc88,0000bc88,0,0,0,STABLE
558,A,080a,071f,MUL,28,0,072d,0000bc88,0000bc88,0,0,0,STABLE
559,B,0806,0b94,MUL,46,0,0b9b,0000c3b5,0000bc88,0,0,0,TRANSITION
560,C,0500,07c0,MUL,19,2,04c0,0000c3b5,0000c3b5,0,0,0,TRANSITION
561,A,0811,0800,MUL,32,0,0811,0000c3b5,0000c3b5,0,0,0,STABLE
562,B,0832,0be2,MUL,48,2,0c17,0000cbc6,0000c3b5,0,0,0,SATURATE
563,C,04c0,04c0,ADD,19,2,04c0,0000cbc6,0000cbc6,0,0,0,TRANSITION
564,A,0809,0910,MUL,36,0,091b,0000cbc6,0000cbc6,0,0,0,STABLE
565,B,0814,0c12,MUL,48,3,0c2b,0000d4e1,0000cbc6,0,0,0,SATURATE
566,C,04c0,07c0,MUL,18,2,0480,0000d4e1,0000d4e1,0,0,0,TRANSITION
567,A,0809,0a1f,MUL,40,0,0a2c,0000d4e1,0000d4e1,0,0,0,STABLE
568,B,0822,0c53,MUL,49,0,0c7f,0000df0d,0000d4e1,0,0,0,SATURATE
569,C,0480,07c0,MUL,17,2,0440,0000df0d,0000df0d,0,0,0,TRANSITION
570,A,080f,0930,ADD,32,0,083f,0000df0d,0000df0d,0,0,0,STABLE
571,B,0812,0bde,MUL,47,2,0bf8,0000e74c,0000df0d,0,0,0,TRANSITION
572,C,0440,07c0,MUL,16,2,0400,0000e74c,0000e74c,0,0,0,TRANSITION
573,A,083b,073f,SUB,16,0,0400,0000e74c,0000e74c,0,0,0,TRANSITION
574,B,0813,0bb7,MUL,31,3,07f8,0000e74c,0000e74c,0,0,0,STABLE
575,C,0400,0840,MUL,17,2,0440,0000e74c,0000e74c,0,0,0,TRANSITION
576,A,081c,0500,MUL,20,0,051c,00000000,0000e74c,0,0,0,STABLE
577,B,081e,0338,MUL,13,0,0358,0000051c,00000000,0,0,0,COLLAPSE
578,C,0800,07c0,MUL,31,0,07c0,0000051c,0000051c,0,0,0,STABLE
579,A,0821,0610,MUL,24,0,0639,00000cdc,0000051c,0,0,0,STABLE
580,B,0837,0343,MUL,13,2,037c,00001315,00000cdc,0,0,0,COLLAPSE
581,C,07c0,07c0,MUL,30,0,0780,00001315,00001315,0,0,0,STABLE
582,A,080e,071f,MUL,28,0,0733,00001a95,00001315,0,0,0,STABLE
583,B,0838,039c,MUL,15,3,03d6,000021c8,00001a95,0,0,0,COLLAPSE
584,C,0780,07c0,MUL,29,0,0740,000021c8,000021c8,0,0,0,STABLE
585,A,0833,0800,MUL,32,0,0833,00002908,000021c8,0,0,0,STABLE
586,B,0803,03e7,MUL,15,0,03eb,0000313b,00002908,0,0,0,COLLAPSE
587,C,0740,0740,ADD,29,0,0740,0000313b,0000313b,0,0,0,STABLE
588,A,081c,0910,ADD,32,0,082c,0000387b,0000313b,0,0,0,STABLE
589,B,081c,0439,MUL,17,2,0456,000040a7,0000387b,0,0,0,TRANSITION
590,C,0740,07c0,MUL,28,0,0700,000040a7,000040a7,0,0,0,STABLE
591,A,0825,0a1f,SUB,32,0,0806,000047a7,000040a7,0,0,0,STABLE
592,B,0827,044a,MUL,17,3,0477,00004fad,000047a7,0,0,0,TRANSITION
593,C,0700,07c0,MUL,27,0,06c0,00004fad,00004fad,0,0,0,STABLE
594,A,0828,0930,MUL,37,0,095b,0000566d,00004fad,0,0,0,STABLE
595,B,0839,03d1,MUL,16,0,040c,00005fc8,0000566d,0,0,0,TRANSITION
596,C,06c0,07c0,MUL,26,0,0680,00005fc8,00005fc8,0,0,0,STABLE
597,A,0805,073f,MUL,29,0,0744,00006648,00005fc8,0,0,0,STABLE
598,B,080a,038a,MUL,14,2,0395,00006d8c,00006648,0,0,0,COLLAPSE
599,C,0680,0840,MUL,27,0,06c0,00006d8c,00006d8c,0,0,0,STABLE
600,A,0829,0500,MUL,20,0,0529,0000744c,00006d8c,0,0,0,STABLE
601,B,0811,0313,MUL,12,3,0329,00007975,0000744c,0,0,0,COLLAPSE
602,C,06c0,07c0,MUL,26,0,0680,00007975,00007975,0,0,0,STABLE
603,A,080f,0610,MUL,24,0,0622,00007975,00007975,0,0,0,STABLE
604,B,080a,035f,MUL,13,0,036d,00007f97,00007975,0,0,0,COLLAPSE
605,C,0680,07c0,MUL,25,2,0640,00007f97,00007f97,0,0,0,STABLE
606,A,083d,071f,ADD,33,0,084e,00007f97,00007f97,0,0,1,STABLE
607,B,0813,03bb,MUL,15,2,03cf,000087e5,00007f97,0,0,0,COLLAPSE
608,C,0640,07c0,MUL,24,2,0600,000087e5,000087e5,0,0,0,STABLE
609,A,082d,0800,SUB,32,0,082d,000087e5,000087e5,0,0,0,STABLE
610,B,081f,03db,MUL,16,3,0403,00009012,000087e5,0,0,0,TRANSITION
611,C,0600,0600,ADD,24,2,0600,00009012,00009012,0,0,0,STABLE
612,A,082f,0910,MUL,37,0,0945,00009012,00009012,0,0,0,STABLE
613,B,083b,041f,MUL,17,0,045b,00009957,00009012,0,0,0,TRANSITION
614,C,0600,07c0,MUL,23,2,05c0,00009957,00009957,0,0,0,STABLE
615,A,083f,0a1f,MUL,41,0,0a5e,00009957,00009957,0,0,0,STABLE
616,B,081b,047f,MUL,18,2,049a,0000a3b5,00009957,0,0,0,TRANSITION
617,C,05c0,07c0,MUL,22,2,0580,0000a3b5,0000a3b5,0,0,0,STABLE
618,A,083d,0930,MUL,37,0,096d,0000a3b5,0000a3b5,0,0,0,STABLE
619,B,081f,03fa,MUL,16,3,041a,0000ad22,0000a3b5,0,0,0,TRANSITION
620,C,0580,07c0,MUL,21,2,0540,0000ad22,0000ad22,0,0,0,STABLE
621,A,0828,073f,MUL,29,0,0767,0000ad22,0000ad22,0,0,0,STABLE
622,B,083f,0391,MUL,15,0,03d0,0000b489,0000ad22,0,0,0,COLLAPSE
623,C,0540,0840,MUL,22,2,0580,0000b489,0000b489,0,0,0,STABLE
